cost_center,ccs,address,city,latitude,longitude,franchise,franchise_brand,display_brand,op_status,division_name,tactic_division_name,distance,country,url,services
6002034,0,632 MAIN STREET,HAMPTON,45.5252000,-65.8273070,0,,Couche-Tard,OPEN,quebec,quebec,376.814148696085,CA,/store-locator/CA/hampton/632-main-street/6002034,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002023,0,100 MAIN STREET,BLACKVILLE,46.7304530,-65.8301660,0,,Couche-Tard,OPEN,quebec,quebec,378.243940253563,CA,/store-locator/CA/blackville/100-main-street/6002023,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002006,0,173 RENFREW STREET,DALHOUSIE,48.0601770,-66.3697380,0,,Couche-Tard,OPEN,quebec,quebec,378.41653062572885,CA,/store-locator/CA/dalhousie/173-renfrew-street/6002006,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002139,0,19  ROUTE 124,NORTON,45.6357840,-65.6920490,0,,Couche-Tard,OPEN,quebec,quebec,382.7232052212193,CA,/store-locator/CA/norton/19-route-124/6002139,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002088,0,632 MAIN STREET VANCOUVER ST,YARMOUTH,43.8517000,-66.1146960,0,,Couche-Tard,OPEN,quebec,quebec,390.45562941096256,CA,/store-locator/CA/yarmouth/632-main-street-vancouver-st/6002088,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002052,0,510 HWY 303,CONWAY,44.5984550,-65.7715150,0,,Couche-Tard,OPEN,quebec,quebec,390.67907136707123,CA,/store-locator/CA/conway/510-hwy-303/6002052,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002089,0,65 STARRS ROAD,YARMOUTH,43.8443260,-66.1087790,0,,Couche-Tard,OPEN,quebec,quebec,390.93049652244,CA,/store-locator/CA/yarmouth/65-starrs-road/6002089,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002041,0,653 MAIN STREET,SUSSEX,45.7227250,-65.5064650,0,,Couche-Tard,OPEN,quebec,quebec,391.27318187210983,CA,/store-locator/CA/sussex/653-main-street/6002041,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002042,0,11 ROUTE 890,SUSSEX (FOUR CORNERS),45.7364350,-65.4999730,0,,Couche-Tard,OPEN,quebec,quebec,391.52904944427723,CA,/store-locator/CA/sussex-four-corners/11-route-890/6002042,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002025,0,160 JANE STREET,MIRAMICHI,46.9993670,-65.5680870,0,,Couche-Tard,OPEN,quebec,quebec,392.9859595631833,CA,/store-locator/CA/miramichi/160-jane-street/6002025,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000925,0,511 BOU. PERRON,MARIA,48.1742400,-65.9827880,0,,Couche-Tard,OPEN,quebec,quebec,397.21001045102753,CA,/store-locator/CA/maria/511-bou-perron/6000925,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002534,0,1395 ST. PETERS AV.,BATHURST,47.6402800,-65.6818110,0,,Couche-Tard,OPEN,quebec,quebec,397.7595174616703,CA,/store-locator/CA/bathurst/1395-st-peters-av/6002534,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002024,0,186 KING STREET,MIRAMICHI,47.0197680,-65.4449410,0,,Couche-Tard,OPEN,quebec,quebec,398.8143351994928,CA,/store-locator/CA/miramichi/186-king-street/6002024,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002026,0,16 SMITH STREET,PETITCODIAC,45.9326740,-65.1677760,0,,Couche-Tard,OPEN,quebec,quebec,406.8835019238207,CA,/store-locator/CA/petitcodiac/16-smith-street/6002026,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000923,0,5 BOUL.STE-ANNE O.,STE-ANNE-DES-MONTS,49.1261980,-66.4852500,0,,Couche-Tard,OPEN,quebec,quebec,408.29209979280796,CA,/store-locator/CA/ste-anne-des-monts/5-boul-ste-anne-o/6000923,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002016,0,2986 FREDERICTON ROAD,SALISBURY,46.0508460,-65.0621440,0,,Couche-Tard,OPEN,quebec,quebec,411.75116860274295,CA,/store-locator/CA/salisbury/2986-fredericton-road/6002016,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6000927,0,102 RUE PORT ROYAL,BONAVENTURE,48.0460970,-65.4945980,0,,Couche-Tard,OPEN,quebec,quebec,414.2460189989943,CA,/store-locator/CA/bonaventure/102-rue-port-royal/6000927,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002138,0,10 DU MARAIS ROAD,SAINT-LOUIS-DE-KENT,46.7244260,-64.9910120,0,,Couche-Tard,OPEN,quebec,quebec,417.0256078956103,CA,/store-locator/CA/saint-louis-de-kent/10-du-marais-road/6002138,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002501,0,1926 MOUNTAIN ROAD,MONCTON,46.1221470,-64.8524790,0,,Couche-Tard,OPEN,quebec,quebec,421.6999788657212,CA,/store-locator/CA/moncton/1926-mountain-road/6002501,"[{'name': 'car_wash', 'display_name': 'Car Wash', 'icon': 'car_wash'}, {'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002001,0,126 MAIN STREET,REXTON,46.6467700,-64.8753670,0,,Couche-Tard,OPEN,quebec,quebec,421.93090467311987,CA,/store-locator/CA/rexton/126-main-street/6002001,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002015,0,1515 MOUNTAIN ROAD,MONCTON,46.1147000,-64.8371100,0,,Couche-Tard,OPEN,quebec,quebec,422.43645895588213,CA,/store-locator/CA/moncton/1515-mountain-road/6002015,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002136,0,595 MAPLETON RD,MONCTON,46.1257250,-64.8303560,0,,Couche-Tard,OPEN,quebec,quebec,422.7522284398965,CA,/store-locator/CA/moncton/595-mapleton-rd/6002136,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002124,0,3704 HWY # 3,BARRINGTON PASSAGE,43.5216610,-65.6160960,0,,Couche-Tard,OPEN,quebec,quebec,423.19884216081294,CA,/store-locator/CA/barrington-passage/3704-hwy-3/6002124,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002539,0,884 MOUNTAIN ROAD,MONCTON,46.1008100,-64.8117490,0,,Couche-Tard,OPEN,quebec,quebec,423.6552587155958,CA,/store-locator/CA/moncton/884-mountain-road/6002539,"[{'name': 'car_wash', 'display_name': 'Car Wash', 'icon': 'car_wash'}, {'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002020,0,650 GEORGES BLD,MONCTON,46.0855500,-64.8069820,0,,Couche-Tard,OPEN,quebec,quebec,423.8962851781366,CA,/store-locator/CA/moncton/650-georges-bld/6002020,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002021,0,414 COVERDALE RD,RIVERVIEW,46.0652160,-64.7995640,0,,Couche-Tard,OPEN,quebec,quebec,424.2727901936806,CA,/store-locator/CA/riverview/414-coverdale-rd/6002021,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000926,0,41 BOUL G.LEVESQUE CP 817,PASPEBIAC,48.0317190,-65.2452340,0,,Couche-Tard,OPEN,quebec,quebec,424.38859329421854,CA,/store-locator/CA/paspebiac/41-boul-g-levesque-cp-817/6000926,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'fresh_food_fast', 'display_name': 'Fresh Food Fast', 'icon': 'food'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002540,0,270 COVERDALE ROAD,RIVERVIEW,46.0681100,-64.7938350,0,,Couche-Tard,OPEN,quebec,quebec,424.5427755138746,CA,/store-locator/CA/riverview/270-coverdale-road/6002540,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002017,0,301 ELMWOOD DRIVE,MONCTON,46.1136600,-64.7733930,0,,Couche-Tard,OPEN,quebec,quebec,425.47402197649154,CA,/store-locator/CA/moncton/301-elmwood-drive/6002017,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002122,0,741 CENTRAL AVE.,GREENWOOD,44.9697070,-64.9384530,0,,Couche-Tard,OPEN,quebec,quebec,425.5314315486978,CA,/store-locator/CA/greenwood/741-central-ave/6002122,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002019,0,64 RUE CHAMPLAIN,DIEPPE,46.0937770,-64.7557730,0,,Couche-Tard,OPEN,quebec,quebec,426.3310575277458,CA,/store-locator/CA/dieppe/64-rue-champlain/6002019,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002536,0,157 CHAMPLAIN ST.,DIEPPE,46.0952200,-64.7515140,0,,Couche-Tard,OPEN,quebec,quebec,426.5327973977116,CA,/store-locator/CA/dieppe/157-champlain-st/6002536,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}]"
6002002,0,4515 RUE PRINCIPALE,SAINT ANTOINE,46.3616800,-64.7505680,0,,Couche-Tard,OPEN,quebec,quebec,426.71779596385886,CA,/store-locator/CA/saint-antoine/4515-rue-principale/6002002,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002022,0,312 RUE AMIRAULT,DIEPPE,46.0854000,-64.7333730,0,,Couche-Tard,OPEN,quebec,quebec,427.4083699172692,CA,/store-locator/CA/dieppe/312-rue-amirault/6002022,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002003,0,131 BOUL. IRVING,BOUCTOUCHE,46.4683270,-64.7275340,0,,Couche-Tard,OPEN,quebec,quebec,428.0792823300441,CA,/store-locator/CA/bouctouche/131-boul-irving/6002003,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002131,0,330 DIEPPE,DIEPPE,46.1045500,-64.7068970,0,,Couche-Tard,OPEN,quebec,quebec,428.65168631539314,CA,/store-locator/CA/dieppe/330-dieppe/6002131,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002078,0,41 FALLS LANE,SHELBURNE,43.7716600,-65.3359910,0,,Couche-Tard,OPEN,quebec,quebec,429.76291897383607,CA,/store-locator/CA/shelburne/41-falls-lane/6002078,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002018,0,1528 RUE CHAMPLAIN,DIEPPE,46.1028750,-64.6824070,0,,Couche-Tard,OPEN,quebec,quebec,429.82110268320946,CA,/store-locator/CA/dieppe/1528-rue-champlain/6002018,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000961,0,60 ROUTE 138,PORT-CARTIER,50.0258370,-66.8925210,0,,Couche-Tard,OPEN,quebec,quebec,432.29002520097896,CA,/store-locator/CA/port-cartier/60-route-138/6000961,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000958,0,56 PORTAGE-DES-MOUSSES,PORT-CARTIER,50.0280000,-66.8583590,0,,Couche-Tard,OPEN,quebec,quebec,433.436405173984,CA,/store-locator/CA/port-cartier/56-portage-des-mousses/6000958,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
